Record Date,Security Class Description,Paper Savings Bonds Conversions Count,Paper Savings Bonds Conversions Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2014-02-28,I,10457,12337974.28,201402,3,2014,2,2014,1,02,28
2014-01-31,E,566,162460.55,201401,1,2014,2,2014,1,01,31
2014-01-31,EE,53068,15888015.59,201401,2,2014,2,2014,1,01,31
2014-01-31,I,10435,12398937.40,201401,3,2014,2,2014,1,01,31
2013-12-31,E,795,216574.00,201312,1,2014,1,2013,4,12,31
2013-12-31,EE,35621,13444208.12,201312,2,2014,1,2013,4,12,31
2013-12-31,I,7682,8648326.12,201312,3,2014,1,2013,4,12,31
2013-11-30,E,341,125127.21,201311,1,2014,1,2013,4,11,30
2013-11-30,EE,32797,15607548.06,201311,2,2014,1,2013,4,11,30
2013-11-30,I,6821,10107704.76,201311,3,2014,1,2013,4,11,30
2013-10-31,E,272,102099.09,201310,1,2014,1,2013,4,10,31
2013-10-31,EE,35278,14512821.33,201310,2,2014,1,2013,4,10,31
2013-10-31,I,6492,9334275.99,201310,3,2014,1,2013,4,10,31
2013-09-30,E,1080,273532.58,201309,1,2013,4,2013,3,09,30
2013-09-30,EE,36818,13919027.01,201309,2,2013,4,2013,3,09,30
2013-09-30,I,9156,10564017.49,201309,3,2013,4,2013,3,09,30
2013-08-31,E,397,179108.16,201308,1,2013,4,2013,3,08,31
2013-08-31,EE,42004,18194039.54,201308,2,2013,4,2013,3,08,31
2013-08-31,I,10263,10619231.69,201308,3,2013,4,2013,3,08,31
2013-07-31,E,513,109226.70,201307,1,2013,4,2013,3,07,31
2013-07-31,EE,44806,16590771.27,201307,2,2013,4,2013,3,07,31
2013-07-31,I,9698,11425723.20,201307,3,2013,4,2013,3,07,31
2013-06-30,E,604,174499.36,201306,1,2013,3,2013,2,06,30
2013-06-30,EE,38277,14368894.66,201306,2,2013,3,2013,2,06,30
2013-06-30,I,7866,12129174.25,201306,3,2013,3,2013,2,06,30
2013-05-31,E,454,207837.89,201305,1,2013,3,2013,2,05,31
2013-05-31,EE,49236,19295857.38,201305,2,2013,3,2013,2,05,31
2013-05-31,I,10090,11481126.68,201305,3,2013,3,2013,2,05,31
2013-04-30,E,713,408597.40,201304,1,2013,3,2013,2,04,30
2013-04-30,EE,48703,17159066.00,201304,2,2013,3,2013,2,04,30
2013-04-30,I,11375,12937433.63,201304,3,2013,3,2013,2,04,30
2013-03-31,E,511,237326.94,201303,1,2013,2,2013,1,03,31
2013-03-31,EE,58820,22356562.34,201303,2,2013,2,2013,1,03,31
2013-03-31,I,12782,17196193.80,201303,3,2013,2,2013,1,03,31
2013-02-28,E,788,305550.91,201302,1,2013,2,2013,1,02,28
2013-02-28,EE,64444,18561944.85,201302,2,2013,2,2013,1,02,28
2013-02-28,I,14526,16157606.37,201302,3,2013,2,2013,1,02,28
2013-01-31,E,1030,527437.11,201301,1,2013,2,2013,1,01,31
2013-01-31,EE,62699,20498623.75,201301,2,2013,2,2013,1,01,31
2013-01-31,I,13051,16462246.37,201301,3,2013,2,2013,1,01,31
2012-12-31,E,668,232960.19,201212,1,2013,1,2012,4,12,31
2012-12-31,EE,42558,15397350.37,201212,2,2013,1,2012,4,12,31
2012-12-31,I,7849,13046182.71,201212,3,2013,1,2012,4,12,31
2012-11-30,E,750,212452.55,201211,1,2013,1,2012,4,11,30
2012-11-30,EE,41635,17262329.02,201211,2,2013,1,2012,4,11,30
2012-11-30,I,7705,9088197.45,201211,3,2013,1,2012,4,11,30
2012-10-31,E,336,165670.69,201210,1,2013,1,2012,4,10,31
2012-10-31,EE,46198,17757649.77,201210,2,2013,1,2012,4,10,31
2012-10-31,I,10682,14992731.47,201210,3,2013,1,2012,4,10,31
2012-09-30,E,352,76207.50,201209,1,2012,4,2012,3,09,30
2012-09-30,EE,43836,12845975.24,201209,2,2012,4,2012,3,09,30
2012-09-30,I,8742,10451790.31,201209,3,2012,4,2012,3,09,30
2012-08-31,E,926,343110.65,201208,1,2012,4,2012,3,08,31
2012-08-31,EE,56182,20432654.98,201208,2,2012,4,2012,3,08,31
2012-08-31,I,15534,17323396.23,201208,3,2012,4,2012,3,08,31
2012-07-31,E,460,164945.79,201207,1,2012,4,2012,3,07,31
2012-07-31,EE,48376,16411767.20,201207,2,2012,4,2012,3,07,31
2012-07-31,I,11621,13883795.92,201207,3,2012,4,2012,3,07,31
2012-06-30,E,675,371788.26,201206,1,2012,3,2012,2,06,30
2012-06-30,EE,53813,18911308.50,201206,2,2012,3,2012,2,06,30
2012-06-30,I,10820,12910280.27,201206,3,2012,3,2012,2,06,30
2012-05-31,E,902,516644.58,201205,1,2012,3,2012,2,05,31
2012-05-31,EE,61429,18574759.86,201205,2,2012,3,2012,2,05,31
2012-05-31,I,15360,16410637.01,201205,3,2012,3,2012,2,05,31
2012-04-30,E,331,97147.97,201204,1,2012,3,2012,2,04,30
2012-04-30,EE,34658,10798024.27,201204,2,2012,3,2012,2,04,30
2012-04-30,I,7988,8538103.81,201204,3,2012,3,2012,2,04,30
2012-03-31,E,319,101684.99,201203,1,2012,2,2012,1,03,31
2012-03-31,EE,40702,13496525.81,201203,2,2012,2,2012,1,03,31
2012-03-31,I,10329,10594725.53,201203,3,2012,2,2012,1,03,31
2012-02-29,E,661,232208.22,201202,1,2012,2,2012,1,02,29
2012-02-29,EE,73241,23417580.58,201202,2,2012,2,2012,1,02,29
2012-02-29,I,16112,19856728.16,201202,3,2012,2,2012,1,02,29
2012-01-31,E,974,405135.31,201201,1,2012,2,2012,1,01,31
2012-01-31,EE,71418,22956785.16,201201,2,2012,2,2012,1,01,31
2012-01-31,I,19560,22808651.11,201201,3,2012,2,2012,1,01,31
2011-12-31,E,1021,346002.89,201112,1,2012,1,2011,4,12,31
2011-12-31,EE,42263,14947098.86,201112,2,2012,1,2011,4,12,31
2011-12-31,I,11791,12680270.32,201112,3,2012,1,2011,4,12,31
2011-11-30,E,507,277965.32,201111,1,2012,1,2011,4,11,30
2011-11-30,EE,36519,11803992.50,201111,2,2012,1,2011,4,11,30
2011-11-30,I,10239,9727423.83,201111,3,2012,1,2011,4,11,30
2011-10-31,E,146,55240.45,201110,1,2012,1,2011,4,10,31
2011-10-31,EE,33728,11137549.91,201110,2,2012,1,2011,4,10,31
2011-10-31,I,9044,9211345.19,201110,3,2012,1,2011,4,10,31
2011-09-30,E,438,149660.70,201109,1,2011,4,2011,3,09,30
2011-09-30,EE,37962,13516724.33,201109,2,2011,4,2011,3,09,30
2011-09-30,I,11672,12923087.91,201109,3,2011,4,2011,3,09,30
2011-08-31,E,472,138233.43,201108,1,2011,4,2011,3,08,31
2011-08-31,EE,45972,11883638.99,201108,2,2011,4,2011,3,08,31
2011-08-31,I,13010,11360393.16,201108,3,2011,4,2011,3,08,31
2011-07-31,EE,34290,12800705.51,201107,2,2011,4,2011,3,07,31
2011-07-31,I,8705,7330494.38,201107,3,2011,4,2011,3,07,31
2011-07-31,E,421,199969.55,201107,1,2011,4,2011,3,07,31
2011-06-30,E,675,277780.42,201106,1,2011,3,2011,2,06,30
2011-06-30,EE,37327,12829511.34,201106,2,2011,3,2011,2,06,30
2011-06-30,I,11043,11630858.47,201106,3,2011,3,2011,2,06,30
2011-05-31,E,746,518229.59,201105,1,2011,3,2011,2,05,31
2011-05-31,EE,33397,10396636.39,201105,2,2011,3,2011,2,05,31
2011-05-31,I,9937,8557041.88,201105,3,2011,3,2011,2,05,31
2011-04-30,E,241,283733.23,201104,1,2011,3,2011,2,04,30
2011-04-30,EE,34708,10271484.64,201104,2,2011,3,2011,2,04,30
2011-04-30,I,11212,6520829.46,201104,3,2011,3,2011,2,04,30
2011-03-31,E,473,220755.08,201103,1,2011,2,2011,1,03,31
2011-03-31,EE,52153,12293706.31,201103,2,2011,2,2011,1,03,31
2011-03-31,I,17544,9225587.48,201103,3,2011,2,2011,1,03,31
2011-02-28,E,445,142296.83,201102,1,2011,2,2011,1,02,28
2011-02-28,EE,46706,11605332.25,201102,2,2011,2,2011,1,02,28
2011-02-28,I,14354,10957470.52,201102,3,2011,2,2011,1,02,28
2011-01-31,E,635,188284.22,201101,1,2011,2,2011,1,01,31
2011-01-31,EE,61522,11754132.43,201101,2,2011,2,2011,1,01,31
2011-01-31,I,24726,10227206.74,201101,3,2011,2,2011,1,01,31
2010-12-31,E,461,340149.23,201012,1,2011,1,2010,4,12,31
2010-12-31,EE,50325,10132737.95,201012,2,2011,1,2010,4,12,31
2010-12-31,I,16802,8576739.89,201012,3,2011,1,2010,4,12,31
2010-11-30,E,684,218801.78,201011,1,2011,1,2010,4,11,30
2010-11-30,EE,58862,13128389.94,201011,2,2011,1,2010,4,11,30
2010-11-30,I,20328,9713909.34,201011,3,2011,1,2010,4,11,30
2010-10-31,E,778,206601.49,201010,1,2011,1,2010,4,10,31
2010-10-31,EE,59195,15300291.50,201010,2,2011,1,2010,4,10,31
2010-10-31,I,21506,8237051.84,201010,3,2011,1,2010,4,10,31
2010-09-30,E,867,308128.79,201009,1,2010,4,2010,3,09,30
2010-09-30,EE,77445,13189982.46,201009,2,2010,4,2010,3,09,30
2010-09-30,I,23185,7836640.76,201009,3,2010,4,2010,3,09,30
2010-08-31,E,688,159315.02,201008,1,2010,4,2010,3,08,31
2010-08-31,EE,51333,10237641.32,201008,2,2010,4,2010,3,08,31
2010-08-31,I,15285,5502760.19,201008,3,2010,4,2010,3,08,31
2010-07-31,E,451,162465.36,201007,1,2010,4,2010,3,07,31
2010-07-31,EE,32844,9833462.65,201007,2,2010,4,2010,3,07,31
2010-07-31,I,9525,6067571.87,201007,3,2010,4,2010,3,07,31
2010-06-30,EE,28160,7726906.58,201006,2,2010,3,2010,2,06,30
2010-06-30,I,7844,6439535.85,201006,3,2010,3,2010,2,06,30
2010-06-30,E,321,203718.48,201006,1,2010,3,2010,2,06,30
2010-05-31,I,5746,6090461.20,201005,3,2010,3,2010,2,05,31
2010-05-31,E,395,213409.87,201005,1,2010,3,2010,2,05,31
2010-05-31,EE,21803,6826528.10,201005,2,2010,3,2010,2,05,31
2010-04-30,E,573,169602.48,201004,1,2010,3,2010,2,04,30
2010-04-30,EE,29238,8672210.85,201004,2,2010,3,2010,2,04,30
2010-04-30,I,6482,5458698.89,201004,3,2010,3,2010,2,04,30
2010-03-31,I,8474,9672756.54,201003,3,2010,2,2010,1,03,31
2010-03-31,E,1445,413313.24,201003,1,2010,2,2010,1,03,31
2010-03-31,EE,35456,12202544.08,201003,2,2010,2,2010,1,03,31
2010-02-28,E,480,134570.28,201002,1,2010,2,2010,1,02,28
2010-02-28,EE,31552,9243262.58,201002,2,2010,2,2010,1,02,28
2010-02-28,I,8093,9748220.13,201002,3,2010,2,2010,1,02,28
2010-01-31,I,10097,8202380.81,201001,3,2010,2,2010,1,01,31
2010-01-31,E,1033,402095.42,201001,1,2010,2,2010,1,01,31
2010-01-31,EE,36256,9738114.26,201001,2,2010,2,2010,1,01,31
2009-12-31,E,806,360154.49,200912,1,2010,1,2009,4,12,31
2009-12-31,EE,26577,8605697.64,200912,2,2010,1,2009,4,12,31
2009-12-31,I,5894,6751823.35,200912,3,2010,1,2009,4,12,31
2009-11-30,I,6156,6650252.98,200911,3,2010,1,2009,4,11,30
2009-11-30,E,485,123728.80,200911,1,2010,1,2009,4,11,30
2009-11-30,EE,22169,9427047.12,200911,2,2010,1,2009,4,11,30
2009-10-31,E,560,182136.50,200910,1,2010,1,2009,4,10,31
2009-10-31,EE,24855,8988413.20,200910,2,2010,1,2009,4,10,31
2009-10-31,I,6791,8074527.13,200910,3,2010,1,2009,4,10,31
2009-09-30,E,659,277457.57,200909,1,2009,4,2009,3,09,30
2009-09-30,EE,31787,8654130.03,200909,2,2009,4,2009,3,09,30
2009-09-30,I,7415,7513105.59,200909,3,2009,4,2009,3,09,30
2009-08-31,I,7750,7051677.61,200908,3,2009,4,2009,3,08,31
2009-08-31,E,798,339055.31,200908,1,2009,4,2009,3,08,31
2009-08-31,EE,29210,7587071.45,200908,2,2009,4,2009,3,08,31
2009-07-31,E,486,225365.10,200907,1,2009,4,2009,3,07,31
2009-07-31,EE,28845,8558138.38,200907,2,2009,4,2009,3,07,31
2009-07-31,I,6615,5990438.59,200907,3,2009,4,2009,3,07,31
2009-06-30,E,669,312095.27,200906,1,2009,3,2009,2,06,30
2009-06-30,EE,30520,8341182.72,200906,2,2009,3,2009,2,06,30
2009-06-30,I,6234,5429326.26,200906,3,2009,3,2009,2,06,30
2009-05-31,I,5782,6482874.54,200905,3,2009,3,2009,2,05,31
2009-05-31,E,492,148009.00,200905,1,2009,3,2009,2,05,31
2009-05-31,EE,26252,7705688.79,200905,2,2009,3,2009,2,05,31
2009-04-30,E,748,184894.91,200904,1,2009,3,2009,2,04,30
2009-04-30,I,7077,6857795.80,200904,3,2009,3,2009,2,04,30
2009-04-30,EE,32221,7706393.70,200904,2,2009,3,2009,2,04,30
2009-03-31,E,1091,430764.26,200903,1,2009,2,2009,1,03,31
2009-03-31,EE,34578,8560517.58,200903,2,2009,2,2009,1,03,31
2009-03-31,I,8704,6983329.51,200903,3,2009,2,2009,1,03,31
2009-02-28,E,916,291784.78,200902,1,2009,2,2009,1,02,28
2009-02-28,EE,36150,8669690.32,200902,2,2009,2,2009,1,02,28
2009-02-28,I,9371,7478295.65,200902,3,2009,2,2009,1,02,28
2009-01-31,I,9350,8897028.00,200901,3,2009,2,2009,1,01,31
2009-01-31,E,1284,807082.81,200901,1,2009,2,2009,1,01,31
2009-01-31,EE,39522,8543167.37,200901,2,2009,2,2009,1,01,31
2008-12-31,E,1230,535837.41,200812,1,2009,1,2008,4,12,31
2008-12-31,EE,29978,8572063.70,200812,2,2009,1,2008,4,12,31
2008-12-31,I,6565,5694295.30,200812,3,2009,1,2008,4,12,31
2008-11-30,E,605,208102.58,200811,1,2009,1,2008,4,11,30
2008-11-30,I,7491,6950881.95,200811,3,2009,1,2008,4,11,30
2008-11-30,EE,25156,7821724.95,200811,2,2009,1,2008,4,11,30
2008-10-31,E,1219,442203.10,200810,1,2009,1,2008,4,10,31
2008-10-31,EE,35918,8835267.07,200810,2,2009,1,2008,4,10,31
2008-10-31,I,7868,5940993.35,200810,3,2009,1,2008,4,10,31
2008-09-30,E,853,340121.56,200809,1,2008,4,2008,3,09,30
2008-09-30,I,9759,5670288.72,200809,3,2008,4,2008,3,09,30
2008-09-30,EE,37750,8794322.84,200809,2,2008,4,2008,3,09,30
2008-08-31,E,891,315253.80,200808,1,2008,4,2008,3,08,31
2008-08-31,EE,40136,9485680.94,200808,2,2008,4,2008,3,08,31
2008-08-31,I,9133,7431259.98,200808,3,2008,4,2008,3,08,31
2008-07-31,E,1753,621216.12,200807,1,2008,4,2008,3,07,31
2008-07-31,EE,42576,10283329.86,200807,2,2008,4,2008,3,07,31
2008-07-31,I,8659,6175319.91,200807,3,2008,4,2008,3,07,31
2008-06-30,E,1358,502220.20,200806,1,2008,3,2008,2,06,30
2008-06-30,EE,43906,10243623.20,200806,2,2008,3,2008,2,06,30
2008-06-30,I,10071,7446454.59,200806,3,2008,3,2008,2,06,30
2008-05-31,E,1054,352845.35,200805,1,2008,3,2008,2,05,31
2008-05-31,EE,36853,10876014.87,200805,2,2008,3,2008,2,05,31
2008-05-31,I,10538,10472754.21,200805,3,2008,3,2008,2,05,31
2008-04-30,E,1179,455813.62,200804,1,2008,3,2008,2,04,30
2008-04-30,EE,33567,9976768.60,200804,2,2008,3,2008,2,04,30
2008-04-30,I,8719,8456836.05,200804,3,2008,3,2008,2,04,30
2008-03-31,E,1227,489923.39,200803,1,2008,2,2008,1,03,31
2008-03-31,EE,34987,7788189.31,200803,2,2008,2,2008,1,03,31
2008-03-31,I,9582,6662701.11,200803,3,2008,2,2008,1,03,31
2008-02-29,E,1620,737118.90,200802,1,2008,2,2008,1,02,29
2008-02-29,EE,46024,11435777.61,200802,2,2008,2,2008,1,02,29
2008-02-29,I,10064,8259407.72,200802,3,2008,2,2008,1,02,29
2008-01-31,E,1497,686270.36,200801,1,2008,2,2008,1,01,31
2008-01-31,EE,40017,10262026.24,200801,2,2008,2,2008,1,01,31
2008-01-31,I,9269,8387626.08,200801,3,2008,2,2008,1,01,31
2007-12-31,E,918,662641.98,200712,1,2008,1,2007,4,12,31
2007-12-31,EE,29162,7928617.20,200712,2,2008,1,2007,4,12,31
2007-12-31,I,7083,6363097.61,200712,3,2008,1,2007,4,12,31
2007-11-30,E,1612,652163.93,200711,1,2008,1,2007,4,11,30
2007-11-30,EE,37606,8784616.12,200711,2,2008,1,2007,4,11,30
2007-11-30,I,7862,8533064.45,200711,3,2008,1,2007,4,11,30
2007-10-31,E,1289,423698.29,200710,1,2008,1,2007,4,10,31
2007-10-31,EE,34661,8232852.76,200710,2,2008,1,2007,4,10,31
2007-10-31,I,7927,6886640.58,200710,3,2008,1,2007,4,10,31
2007-09-30,E,1123,474906.64,200709,1,2007,4,2007,3,09,30
2007-09-30,EE,33130,9879449.75,200709,2,2007,4,2007,3,09,30
2007-09-30,I,7568,7675050.21,200709,3,2007,4,2007,3,09,30
2007-08-31,E,1590,651373.38,200708,1,2007,4,2007,3,08,31
2007-08-31,EE,41923,11341594.60,200708,2,2007,4,2007,3,08,31
2007-08-31,I,8432,8097216.83,200708,3,2007,4,2007,3,08,31
2007-07-31,E,1984,682596.75,200707,1,2007,4,2007,3,07,31
2007-07-31,EE,46509,12747650.87,200707,2,2007,4,2007,3,07,31
2007-07-31,I,8797,9389712.06,200707,3,2007,4,2007,3,07,31
2007-06-30,E,1421,995984.62,200706,1,2007,3,2007,2,06,30
2007-06-30,EE,40189,12283118.73,200706,2,2007,3,2007,2,06,30
2007-06-30,I,9705,10618499.43,200706,3,2007,3,2007,2,06,30
2007-05-31,E,1435,503144.20,200705,1,2007,3,2007,2,05,31
2007-05-31,EE,40280,10976811.12,200705,2,2007,3,2007,2,05,31
2007-05-31,I,9391,8647734.67,200705,3,2007,3,2007,2,05,31
2007-04-30,E,2320,1731060.87,200704,1,2007,3,2007,2,04,30
2007-04-30,EE,48296,12087783.89,200704,2,2007,3,2007,2,04,30
2007-04-30,I,10759,11064165.47,200704,3,2007,3,2007,2,04,30
2007-03-31,E,2588,1042236.22,200703,1,2007,2,2007,1,03,31
2007-03-31,EE,54806,12282765.30,200703,2,2007,2,2007,1,03,31
2007-03-31,I,11012,11880080.16,200703,3,2007,2,2007,1,03,31
2007-02-28,E,2728,1094153.79,200702,1,2007,2,2007,1,02,28
2007-02-28,EE,57105,14622119.75,200702,2,2007,2,2007,1,02,28
2007-02-28,I,13099,14298107.19,200702,3,2007,2,2007,1,02,28
2007-01-31,E,2357,978723.04,200701,1,2007,2,2007,1,01,31
2007-01-31,EE,52428,14714844.72,200701,2,2007,2,2007,1,01,31
2007-01-31,I,13780,14753884.04,200701,3,2007,2,2007,1,01,31
2006-12-31,E,1396,562152.71,200612,1,2007,1,2006,4,12,31
2006-12-31,EE,37993,10426192.90,200612,2,2007,1,2006,4,12,31
2006-12-31,I,8958,11268692.10,200612,3,2007,1,2006,4,12,31
2006-11-30,E,2169,1019434.06,200611,1,2007,1,2006,4,11,30
2006-11-30,EE,43440,11534252.53,200611,2,2007,1,2006,4,11,30
2006-11-30,I,13370,13891509.55,200611,3,2007,1,2006,4,11,30
2006-10-31,E,1576,1127823.98,200610,1,2007,1,2006,4,10,31
2006-10-31,EE,41183,11747128.77,200610,2,2007,1,2006,4,10,31
2006-10-31,I,12007,12742111.63,200610,3,2007,1,2006,4,10,31
2006-09-30,E,1581,706365.75,200609,1,2006,4,2006,3,09,30
2006-09-30,EE,38506,12399305.30,200609,2,2006,4,2006,3,09,30
2006-09-30,I,10908,12931230.00,200609,3,2006,4,2006,3,09,30
2006-08-31,E,2159,1169297.69,200608,1,2006,4,2006,3,08,31
2006-08-31,EE,37996,12075779.00,200608,2,2006,4,2006,3,08,31
2006-08-31,I,11477,14052676.07,200608,3,2006,4,2006,3,08,31
2006-07-31,E,1122,550468.08,200607,1,2006,4,2006,3,07,31
2006-07-31,EE,22308,6590268.16,200607,2,2006,4,2006,3,07,31
2006-07-31,I,7102,7963635.33,200607,3,2006,4,2006,3,07,31
2006-06-30,E,1174,405142.65,200606,1,2006,3,2006,2,06,30
2006-06-30,EE,20364,6472568.80,200606,2,2006,3,2006,2,06,30
2006-06-30,I,7675,7346364.81,200606,3,2006,3,2006,2,06,30
2006-05-31,E,853,422496.36,200605,1,2006,3,2006,2,05,31
2006-05-31,EE,24295,6169118.53,200605,2,2006,3,2006,2,05,31
2006-05-31,I,6652,7757874.49,200605,3,2006,3,2006,2,05,31
2006-04-30,E,1004,483605.38,200604,1,2006,3,2006,2,04,30
2006-04-30,EE,22404,6890912.62,200604,2,2006,3,2006,2,04,30
2006-04-30,I,7031,8423606.65,200604,3,2006,3,2006,2,04,30
2006-03-31,E,2314,872509.38,200603,1,2006,2,2006,1,03,31
2006-03-31,EE,33997,9679040.14,200603,2,2006,2,2006,1,03,31
2006-03-31,I,10974,12571262.53,200603,3,2006,2,2006,1,03,31
2006-02-28,E,918,324194.20,200602,1,2006,2,2006,1,02,28
2006-02-28,EE,33241,9097675.64,200602,2,2006,2,2006,1,02,28
2006-02-28,I,10982,14232365.31,200602,3,2006,2,2006,1,02,28
2006-01-31,E,1523,848260.62,200601,1,2006,2,2006,1,01,31
2006-01-31,EE,33331,10443373.38,200601,2,2006,2,2006,1,01,31
2006-01-31,I,10465,14776505.30,200601,3,2006,2,2006,1,01,31
2005-12-31,E,1927,1040155.39,200512,1,2006,1,2005,4,12,31
2005-12-31,EE,26750,9902337.54,200512,2,2006,1,2005,4,12,31
2005-12-31,I,9564,15325455.84,200512,3,2006,1,2005,4,12,31
2005-11-30,E,1277,478135.52,200511,1,2006,1,2005,4,11,30
2005-11-30,EE,22445,7316632.95,200511,2,2006,1,2005,4,11,30
2005-11-30,I,7629,11383656.77,200511,3,2006,1,2005,4,11,30
2005-10-31,E,1143,432282.32,200510,1,2006,1,2005,4,10,31
2005-10-31,EE,22781,6352555.52,200510,2,2006,1,2005,4,10,31
2005-10-31,I,8107,9073873.51,200510,3,2006,1,2005,4,10,31
2005-09-30,E,959,403603.57,200509,1,2005,4,2005,3,09,30
2005-09-30,EE,21021,5280923.22,200509,2,2005,4,2005,3,09,30
2005-09-30,I,6717,7884488.18,200509,3,2005,4,2005,3,09,30
2005-08-31,E,1281,591343.72,200508,1,2005,4,2005,3,08,31
2005-08-31,EE,27937,8210076.24,200508,2,2005,4,2005,3,08,31
2005-08-31,I,8933,9802688.10,200508,3,2005,4,2005,3,08,31
2005-07-31,E,804,364018.60,200507,1,2005,4,2005,3,07,31
2005-07-31,EE,19416,5390513.49,200507,2,2005,4,2005,3,07,31
2005-07-31,I,8094,10491942.61,200507,3,2005,4,2005,3,07,31
2005-06-30,E,514,226929.15,200506,1,2005,3,2005,2,06,30
2005-06-30,EE,27064,9471771.93,200506,2,2005,3,2005,2,06,30
2005-06-30,I,10822,14257416.45,200506,3,2005,3,2005,2,06,30
2005-05-31,E,693,404493.86,200505,1,2005,3,2005,2,05,31
2005-05-31,EE,19336,7993266.83,200505,2,2005,3,2005,2,05,31
2005-05-31,I,8880,10810882.48,200505,3,2005,3,2005,2,05,31
2005-04-30,E,363,137273.59,200504,1,2005,3,2005,2,04,30
2005-04-30,EE,17694,6168689.72,200504,2,2005,3,2005,2,04,30
2005-04-30,I,8399,10506325.42,200504,3,2005,3,2005,2,04,30
2005-03-31,E,1,91.48,200503,1,2005,2,2005,1,03,31
2005-03-31,EE,285,42788.35,200503,2,2005,2,2005,1,03,31
2005-03-31,I,193,291958.91,200503,3,2005,2,2005,1,03,31
2005-02-28,EE,120,15642.14,200502,1,2005,2,2005,1,02,28
2005-02-28,I,29,8276.02,200502,2,2005,2,2005,1,02,28
2005-01-31,E,3,545.84,200501,1,2005,2,2005,1,01,31
2005-01-31,EE,231,124207.86,200501,2,2005,2,2005,1,01,31
2005-01-31,I,44,14967.78,200501,3,2005,2,2005,1,01,31
2004-12-31,E,52,16267.21,200412,1,2005,1,2004,4,12,31
2004-12-31,EE,238,105847.01,200412,2,2005,1,2004,4,12,31
2004-12-31,I,127,25087.36,200412,3,2005,1,2004,4,12,31
